ID,Name,Equipment,BodyPart,Target,Synergist,URL
2464,Cable Thibaudeau Kayak Row,Cable,"Back, Waist","Latissimus Dorsi, Obliques","Deltoid Posterior, Pectoralis Major Sternal Head, Rectus Abdominis, Teres Major, Triceps Brachii",https://www.gymvisual.com/illustrations/5473-cable-thibaudeau-kayak-row.html
2465,Resistance Band Jumping Jack,Resistance Band,,,,https://www.gymvisual.com/illustrations/5474-resistance-band-jumping-jack.html
2466,Bridge - Mountain Climber (Cross Body),Body weight,Waist,"Obliques, Rectus Abdominis",,https://www.gymvisual.com/illustrations/5475-bridge-mountain-climber-cross-body.html
2467,Barbell Reverse Grip Bent Over Row (female),Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/5476-barbell-reverse-grip-bent-over-row-female.html
2468,Dumbbell Lateral Step-Up (female),Dumbbell,"Hips, Thighs","Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus",https://www.gymvisual.com/illustrations/5477-dumbbell-lateral-step-up-female.html
2469,Exercise Ball Frog Crunch (female),Stability ball,Waist,Rectus Abdominis,"Adductor Brevis, Adductor Longus, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/5480-exercise-ball-frog-crunch-female.html
2470,Dumbbell Lying on Floor Rear Delt Raise,Dumbbell,Shoulders,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/5481-dumbbell-lying-on-floor-rear-delt-raise.html
2471,Glute Bridge Two Legs on Floor,Body weight,Hips,Gluteus Maximus,,https://www.gymvisual.com/illustrations/5507-glute-bridge-two-legs-on-floor.html
2472,Glute Bridge Two Legs on Bench,Body weight,Hips,Gluteus Maximus,,https://www.gymvisual.com/illustrations/5508-glute-bridge-two-legs-on-bench.html
2473,Glute Bridge One Leg on Bench,Body weight,Hips,Gluteus Maximus,,https://www.gymvisual.com/illustrations/5509-glute-bridge-one-leg-on-bench.html
2474,Glute Bridge One Leg on Floor (straight leg),Body weight,Hips,Gluteus Maximus,,https://www.gymvisual.com/illustrations/5510-glute-bridge-one-leg-on-floor-straight-leg.html
2475,Glute Bridge One Leg on Floor (bent knee),Body weight,Hips,Gluteus Maximus,,https://www.gymvisual.com/illustrations/5511-glute-bridge-one-leg-on-floor-bent-knee.html
2476,3 4 Sit up (female),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5697-3-4-sit-up-female.html
2477,Barbell Front Raise (female),Barbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://www.gymvisual.com/illustrations/5698-barbell-front-raise-female.html
2478,Barbell Lunge (female),Barbell,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5699-barbell-lunge-female.html
2479,Barbell Reverse Curl (female),Barbell,Forearms,,,https://www.gymvisual.com/illustrations/5700-barbell-reverse-curl-female.html
2480,Barbell Shrug (female),Barbell,Back,,,https://www.gymvisual.com/illustrations/5701-barbell-shrug-female.html
2481,Barbell Standing Back Wrist Curl (female),Barbell,Forearms,,,https://www.gymvisual.com/illustrations/5702-barbell-standing-back-wrist-curl-female.html
2482,Dumbbell Bent Over Row (female),Dumbbell,Back,,,https://www.gymvisual.com/illustrations/5703-dumbbell-bent-over-row-female.html
2483,Dumbbell Biceps Curl (female),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5704-dumbbell-biceps-curl-female.html
2484,Dumbbell Deadlift (female),Dumbbell,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5705-dumbbell-deadlift-female.html
2485,Dumbbell Hammer Curl (female),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5706-dumbbell-hammer-curl-female.html
2486,Dumbbell Lying Hammer Press (female),Dumbbell,Chest,,,https://www.gymvisual.com/illustrations/5707-dumbbell-lying-hammer-press-female.html
2487,Dumbbell Rear Delt Fly (female),Dumbbell,Shoulders,,,https://www.gymvisual.com/illustrations/5708-dumbbell-rear-delt-fly-female.html
2488,Dumbbell Seated Triceps Extension (female),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5709-dumbbell-seated-triceps-extension-female.html
2490,Walking on Stepmill (female),Leverage machine,Thighs,,,https://www.gymvisual.com/illustrations/5518-walking-on-stepmill-female.html
2491,Cable Reverse Grip Pulldown (female),Cable,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/5710-cable-reverse-grip-pulldown-female.html
2492,Cable Cross over Revers Fly (female),Cable,Shoulders,,,https://www.gymvisual.com/illustrations/5711-cable-cross-over-revers-fly-female.html
2493,Dumbbell Incline Biceps Curl (female),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5712-dumbbell-incline-biceps-curl-female.html
2494,Dumbbell Incline Hammer Curl (female),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5713-dumbbell-incline-hammer-curl-female.html
2495,Dumbbell Prone Incline Hammer Curl (female),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5714-dumbbell-prone-incline-hammer-curl-female.html
2496,Dumbbell Prone Incline Curl (female),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5715-dumbbell-prone-incline-curl-female.html
2497,Barbell Preacher Curl (female),Barbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5716-barbell-preacher-curl-female.html
2498,EZ Barbell Reverse Grip Curl (female),EZ Barbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5717-ez-barbell-reverse-grip-curl-female.html
2499,EZ Barbell Close grip Curl (female),EZ Barbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5718-ez-barbell-close-grip-curl-female.html
2500,Dumbbell Incline Rear Fly (female),Dumbbell,Shoulders,,,https://www.gymvisual.com/illustrations/5719-dumbbell-incline-rear-fly-female.html
2501,Barbell Step up (female),Barbell,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5720-barbell-step-up-female.html
2502,Barbell Front Squat (female),Barbell,"Hips, Thighs","Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/5721-barbell-front-squat-female.html
2503,Barbell Incline Row (female),Barbell,Back,,,https://www.gymvisual.com/illustrations/5722-barbell-incline-row-female.html
2504,Dumbbell Incline Hammer Press (female),Dumbbell,Chest,,,https://www.gymvisual.com/illustrations/5723-dumbbell-incline-hammer-press-female.html
2505,Dumbbell Incline Palm in Press (female),Dumbbell,Chest,,,https://www.gymvisual.com/illustrations/5724-dumbbell-incline-palm-in-press-female.html
2506,Barbell Prone Incline Curl (female),Barbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5725-barbell-prone-incline-curl-female.html
2507,Dumbbell Incline Triceps Extension (female),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5726-dumbbell-incline-triceps-extension-female.html
2508,Barbell Reverse Preacher Curl (female)_Forearm,Barbell,Forearms,,,https://www.gymvisual.com/illustrations/5727-barbell-reverse-preacher-curl-femaleforearm.html
2509,Barbell Reverse Grip Incline Row (female),Barbell,Back,,,https://www.gymvisual.com/illustrations/5728-barbell-reverse-grip-incline-row-female.html
2510,Dumbbell Incline Row (female),Barbell,Back,,,https://www.gymvisual.com/illustrations/5729-dumbbell-incline-row-female.html
2511,Dumbbell Reverse Grip Incline Row (female),Dumbbell,Back,,,https://www.gymvisual.com/illustrations/5730-dumbbell-reverse-grip-incline-row-female.html
2512,Cable Decline Fly (female),Cable,Chest,,,https://www.gymvisual.com/illustrations/5731-cable-decline-fly-female.html
2513,Cable One Arm Lateral Bent over (female),Cable,Chest,,,https://www.gymvisual.com/illustrations/5732-cable-one-arm-lateral-bent-over-female.html
2514,Dumbbell Incline Fly (female),Dumbbell,Chest,,,https://www.gymvisual.com/illustrations/5733-dumbbell-incline-fly-female.html
2515,Cable Front Raise (female),Cable,Chest,,,https://www.gymvisual.com/illustrations/5734-cable-front-raise-female.html
2516,Dumbbell Incline Raise (female),Dumbbell,Shoulders,,,https://www.gymvisual.com/illustrations/5735-dumbbell-incline-raise-female.html
2517,Barbell Sumo Deadlift (female),Barbell,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5736-barbell-sumo-deadlift-female.html
2518,Barbell Wide Squat (female),Barbell,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5737-barbell-wide-squat-female.html
2519,Barbell Incline Close Grip Bench Press (female),Barbell,Chest,,,https://www.gymvisual.com/illustrations/5738-barbell-incline-close-grip-bench-press-female.html
2520,Cable Reverse grip Pushdown (female),Cable,Upper Arms,,,https://www.gymvisual.com/illustrations/5739-cable-reverse-grip-pushdown-female.html
2521,Dumbbell Incline Inner Biceps Curl (female),Dumbbell,Upper Arms,,,https://www.gymvisual.com/illustrations/5740-dumbbell-incline-inner-biceps-curl-female.html
2522,Frog Crunch (female),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5741-frog-crunch-female.html
2523,Decline Twisting Sit up (female),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5742-decline-twisting-sit-up-female.html
2524,Power Sled Push (female),Power Sled,Thighs,"Adductor Magnus, Gastrocnemius, Hamstrings, Quadriceps, Soleus",,https://www.gymvisual.com/illustrations/5524-power-sled-push-female.html
2525,Vibrate Plate Standing (female),Vibrate Plate,Thighs,,,https://www.gymvisual.com/illustrations/5534-vibrate-plate-standing-female.html
2526,Vibrate Plate Plank (female),Vibrate Plate,Chest,,,https://www.gymvisual.com/illustrations/5535-vibrate-plate-plank-female.html
2527,Vibrate Plate Lunge (female),Vibrate Plate,Thighs,,,https://www.gymvisual.com/illustrations/5536-vibrate-plate-lunge-female.html
2528,Assisted Chest Dip (kneeling) (female),Leverage machine,Chest,,,https://www.gymvisual.com/illustrations/5743-assisted-chest-dip-kneeling-female.html
2529,Assisted Pull up (female),Leverage machine,Back,,,https://www.gymvisual.com/illustrations/5744-assisted-pull-up-female.html
2530,Hanging Straight Leg Raise (female),Body weight,"Hips, Waist",,,https://www.gymvisual.com/illustrations/5745-hanging-straight-leg-raise-female.html
2531,Hyperextension (female),Body weight,Hips,,,https://www.gymvisual.com/illustrations/5746-hyperextension-female.html
2532,Kettlebell Alternating Press on Floor (female),Kettlebell,Chest,,,https://www.gymvisual.com/illustrations/5747-kettlebell-alternating-press-on-floor-female.html
2533,Kettlebell Alternating Renegade Row (female),Kettlebell,Back,,,https://www.gymvisual.com/illustrations/5748-kettlebell-alternating-renegade-row-female.html
2534,Kettlebell Double Push Press (female),Kettlebell,"Shoulders, Thighs",,,https://www.gymvisual.com/illustrations/5749-kettlebell-double-push-press-female.html
2535,Kettlebell Figure 8 (female),Kettlebell,Waist,,,https://www.gymvisual.com/illustrations/5750-kettlebell-figure-8-female.html
2536,Kettlebell Lunge Pass Through (female),Kettlebell,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5751-kettlebell-lunge-pass-through-female.html
2537,Kettlebell Swing (female),Kettlebell,"Hips, Shoulders, Thighs",,,https://www.gymvisual.com/illustrations/5752-kettlebell-swing-female.html
2538,Russian Twist (female),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5753-russian-twist-female.html
2539,Seated Leg Raise (female),Body weight,"Hips, Waist",,,https://www.gymvisual.com/illustrations/5754-seated-leg-raise-female.html
2540,Weighted Crunch (female),Weighted,Waist,,,https://www.gymvisual.com/illustrations/5755-weighted-crunch-female.html
2541,Band jack knife sit up (female),Band,"Hips, Waist",,,https://www.gymvisual.com/illustrations/5756-band-jack-knife-sit-up-female.html
2542,Cable twisting overhead press (female),Cable,"Shoulders, Thighs, Waist",,,https://www.gymvisual.com/illustrations/5757-cable-twisting-overhead-press-female.html
2543,Assisted Close grip Underhand Chin up (female),Leverage machine,Back,,,https://www.gymvisual.com/illustrations/5758-assisted-close-grip-underhand-chin-up-female.html
2544,Cable Wide Grip Rear Pulldown Behind Neck (female),Cable,Back,,,https://www.gymvisual.com/illustrations/5759-cable-wide-grip-rear-pulldown-behind-neck-female.html
2545,Medicine Ball Overhead Slam (female),Medicine Ball,"Hips, Waist",,,https://www.gymvisual.com/illustrations/5760-medicine-ball-overhead-slam-female.html
2546,Bench dip on floor (female),Body weight,Upper Arms,,,https://www.gymvisual.com/illustrations/5761-bench-dip-on-floor-female.html
2547,Barbell Power Jerk (female),Barbell,"Hips, Shoulders, Thighs",,,https://www.gymvisual.com/illustrations/5762-barbell-power-jerk-female.html
2548,Standing Long Jump (female),Body weight,Cardio,,,https://www.gymvisual.com/illustrations/5763-standing-long-jump-female.html
2549,Dumbbell Lunge with Bicep Curl (female),Dumbbell,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5764-dumbbell-lunge-with-bicep-curl-female.html
2550,Cable Squat Row (with rope attachment) (female),Cable,"Back, Hips, Thighs",,,https://www.gymvisual.com/illustrations/5765-cable-squat-row-with-rope-attachment-female.html
2551,Hanging Leg Hip Raise (female),Body weight,"Hips, Waist",,,https://www.gymvisual.com/illustrations/5766-hanging-leg-hip-raise-female.html
2552,Lever Seated Hip Adduction (VERSION 2) (female),Leverage machine,Hips,,,https://www.gymvisual.com/illustrations/5767-lever-seated-hip-adduction-version-2-female.html
2553,Lever Seated Hip Abduction (VERSION 2) (female),Leverage machine,Hips,,,https://www.gymvisual.com/illustrations/5768-lever-seated-hip-abduction-version-2-female.html
2554,Sled Full Hack Squat (female),Sled machine,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5769-sled-full-hack-squat-female.html
2555,Resistance Band Glute Bridge (female),Resistance Band,Hips,,,https://www.gymvisual.com/illustrations/5770-resistance-band-glute-bridge-female.html
2556,Resistance Band One Leg Glute Bridge (female),Resistance Band,Hips,,,https://www.gymvisual.com/illustrations/5771-resistance-band-one-leg-glute-bridge-female.html
2557,Resistance Band Plank March (female),Resistance Band,Hips,,,https://www.gymvisual.com/illustrations/5772-resistance-band-plank-march-female.html
2558,Lever Seated Calf Press (female),Leverage machine,Calves,,,https://www.gymvisual.com/illustrations/5773-lever-seated-calf-press-female.html
2559,Weighted Russian Twist (female),Weighted,Waist,,,https://www.gymvisual.com/illustrations/5774-weighted-russian-twist-female.html
2560,Bench Full Squat (female),Body weight,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5775-bench-full-squat-female.html
2561,Side Up Jump Top Bench (female),Body weight,Waist,,,https://www.gymvisual.com/illustrations/5776-side-up-jump-top-bench-female.html
2562,Side Jump Step Up (female),Body weight,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5777-side-jump-step-up-female.html
2563,Power Sled Pull Row (female),Power Sled,"Back, Hips, Thighs",,,https://www.gymvisual.com/illustrations/5778-power-sled-pull-row-female.html
2564,Jack Plank on Medicine Ball (female),Medicine Ball,Waist,,,https://www.gymvisual.com/illustrations/5779-jack-plank-on-medicine-ball-female.html
2565,Battling Ropes (female),Battling Rope,Cardio,,,https://www.gymvisual.com/illustrations/5780-battling-ropes-female.html
2566,Dumbbell Bent Arm Pullover with Knees Bent (female),Dumbbell,Chest,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Teres Major",https://www.gymvisual.com/illustrations/5582-dumbbell-bent-arm-pullover-with-knees-bent-female.html
2567,Seated Piriformis Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/5781-seated-piriformis-stretch.html
2568,Hip Flexor Stretch Rear foot elevated (female),Body weight,Hips,,,https://www.gymvisual.com/illustrations/5782-hip-flexor-stretch-rear-foot-elevated-female.html
2569,Cossack Squats (female),Body weight,"Hips, Thighs",,,https://www.gymvisual.com/illustrations/5783-cossack-squats-female.html
2570,Bent Leg Circle Kick (kneeling) (female),Body weight,Hips,,,https://www.gymvisual.com/illustrations/5784-bent-leg-circle-kick-kneeling-female.html
2571,Rocking Frog Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/5785-rocking-frog-stretch.html
2572,Roll overs into V sits,Body weight,,,,https://www.gymvisual.com/illustrations/5786-roll-overs-into-v-sits.html
2573,Back Forward Leg Swings (female),Body weight,Hips,,,https://www.gymvisual.com/illustrations/5787-back-forward-leg-swings-female.html
2574,Side to Side Leg Swings (female),Body weight,Hips,,,https://www.gymvisual.com/illustrations/5788-side-to-side-leg-swings-female.html
2575,Assisted Triceps Dip (kneeling) (female),Leverage machine,Upper Arms,,,https://www.gymvisual.com/illustrations/5789-assisted-triceps-dip-kneeling-female.html
2576,Cable Side Bend (female),Cable,Waist,,,https://www.gymvisual.com/illustrations/5790-cable-side-bend-female.html
2577,Cable Side Crunch (female),Cable,Waist,,,https://www.gymvisual.com/illustrations/5791-cable-side-crunch-female.html
2578,Cable Standing Crunch (female),Cable,Waist,,,https://www.gymvisual.com/illustrations/5792-cable-standing-crunch-female.html
