ID,Name,Equipment,BodyPart,Target,Synergist,URL
3617,Sled 45 degrees Wide Stance Leg Press (female),Sled machine,"Hips, Thighs","Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/7886-sled-45-degrees-wide-stance-leg-press-female.html
3618,Smith Deadlift (female),Smith machine,"Hips, Thighs","Erector Spinae, Gluteus Maximus, Quadriceps","Adductor Magnus, Hamstrings, Soleus",https://www.gymvisual.com/illustrations/7887-smith-deadlift-female.html
3619,Smith Leg Press (female),Smith machine,"Hips, Thighs","Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/7888-smith-leg-press-female.html
3620,Smith Seated Shoulder Press (female),Smith machine,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/7889-smith-seated-shoulder-press-female.html
3621,Twisting Crunch (Straight Arms) (male),Body weight,Waist,"Obliques, Rectus Abdominis",,https://www.gymvisual.com/illustrations/7890-twisting-crunch-straight-arms-male.html
3622,V-up (male),Body weight,"Hips, Waist","Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Obliques, Pectineous, Quadriceps, Sartorius",https://www.gymvisual.com/illustrations/7891-v-up-male.html
3623,Vertical Leg Raise (on parallel bars) (female) (VERSION 2),Body weight,Waist,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/7892-vertical-leg-raise-on-parallel-bars-female-version-2.html
3624,Walk Elliptical Cross Trainer (female),Leverage machine,Cardio,,,https://www.gymvisual.com/illustrations/7893-walk-elliptical-cross-trainer-female.html
3625,Walk Wave Machine (female),Leverage machine,Cardio,,,https://www.gymvisual.com/illustrations/7894-walk-wave-machine-female.html
3626,Weighted Standing Curl (female),Weighted,Forearms,"Biceps Brachii, Brachialis",,https://www.gymvisual.com/illustrations/7895-weighted-standing-curl-female.html
3627,Wide Grip Pull Up (female),Body weight,Back,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Teres Major",https://www.gymvisual.com/illustrations/7896-wide-grip-pull-up-female.html
3628,Wide Grip Rear Pull Up (female),Body weight,Back,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Teres Major, Trapezius Upper Fibers",https://www.gymvisual.com/illustrations/7897-wide-grip-rear-pull-up-female.html
3629,Lever Lateral Raise (female),Leverage machine,Shoulders,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",https://www.gymvisual.com/illustrations/7898-lever-lateral-raise-female.html
3630,Standing Hamstrings and Back Stretch,Body weight,"Back, Thighs",,,https://www.gymvisual.com/illustrations/7918-standing-hamstrings-and-back-stretch.html
3631,Sitting Sumo Mobility Stretch,Body weight,"Back, Thighs",,,https://www.gymvisual.com/illustrations/7919-sitting-sumo-mobility-stretch.html
3632,Sitting Sumo Right Twist Stretch,Body weight,"Back, Thighs, Waist",,,https://www.gymvisual.com/illustrations/7920-sitting-sumo-right-twist-stretch.html
3633,Sitting Sumo Left Twist Stretch,Body weight,"Back, Thighs, Waist",,,https://www.gymvisual.com/illustrations/7921-sitting-sumo-left-twist-stretch.html
3634,Sitting Sumo with Arms-Up Mobility Stretch,Body weight,"Chest, Thighs",,,https://www.gymvisual.com/illustrations/7922-sitting-sumo-with-arms-up-mobility-stretch.html
3635,Dumbbell Contralateral Forward Lunge,Dumbbell,Thighs,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/7915-dumbbell-contralateral-forward-lunge.html
3636,High Knee against wall,Body weight,Cardio,,,https://www.gymvisual.com/illustrations/7923-high-knee-against-wall.html
3637,Wheel Run,Body weight,Cardio,,,https://www.gymvisual.com/illustrations/7924-wheel-run.html
3638,Push to Run,Body weight,Cardio,,,https://www.gymvisual.com/illustrations/7925-push-to-run.html
3639,Bent knee Lying Twist (male),Body weight,Hips,Gluteus Medius,"Obliques, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/7926-bent-knee-lying-twist-male.html
3640,Knee Touch Crunch,Body weight,Waist,Rectus Abdominis,Obliques,https://www.gymvisual.com/illustrations/7927-knee-touch-crunch.html
3641,Weighted Kneeling Step with Swing,Weighted,"Shoulders, Thighs","Deltoid Anterior, Gluteus Maximus, Hamstrings, Quadriceps","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Soleus",https://www.gymvisual.com/illustrations/7928-weighted-kneeling-step-with-swing.html
3642,Weighted Stretch Lunge,Weighted,"Hips, Thighs","Gluteus Maximus, Hamstrings, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/7929-weighted-stretch-lunge.html
3643,Weighted Cossack Squats (male),Weighted,"Hips, Thighs","Adductor Brevis, Adductor Longus, Gluteus Maximus, Gluteus Medius, Hamstrings, Pectineous, Quadriceps, Tensor Fasciae Latae","Adductor Magnus, Gracilis, Sartorius, Soleus",https://www.gymvisual.com/illustrations/7930-weighted-cossack-squats-male.html
3644,Weighted Lunge with Swing,Weighted,"Shoulders, Thighs","Deltoid Anterior, Gluteus Maximus, Quadriceps","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Soleus",https://www.gymvisual.com/illustrations/7931-weighted-lunge-with-swing.html
3645,Single Leg Bridge with Outstretched Leg,Body weight,Hips,Gluteus Maximus,Hamstrings,https://www.gymvisual.com/illustrations/7932-single-leg-bridge-with-outstretched-leg.html
3646,EZ-Barbell Lying Triceps Extension (female),EZ Barbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/7933-ez-barbell-lying-triceps-extension-female.html
3647,Lever Seated Leg Raise Crunch (plate loaded) (female),Leverage machine,Waist,Rectus Abdominis,Obliques,https://www.gymvisual.com/illustrations/7934-lever-seated-leg-raise-crunch-plate-loaded-female.html
3648,Barbell Clean and Press (female),Barbell,"Hips, Shoulders, Thighs",,,https://www.gymvisual.com/illustrations/7935-barbell-clean-and-press-female.html
3649,Lever Standing Hip Extension (female),Leverage machine,Hips,Gluteus Maximus,Hamstrings,https://www.gymvisual.com/illustrations/7936-lever-standing-hip-extension-female.html
3650,Jump Box (male),Body weight,Cardio,,,https://www.gymvisual.com/illustrations/7960-jump-box-male.html
3651,Dumbbell RDL Death March,Dumbbell,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Soleus",https://www.gymvisual.com/illustrations/7961-dumbbell-rdl-death-march.html
3652,Trap Bar Split Stance RDL,Trap bar,Hips,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Hamstrings, Soleus",https://www.gymvisual.com/illustrations/7962-trap-bar-split-stance-rdl.html
3653,Band Assisted Sprinter Run,"Assisted, Band",Cardio,,,https://www.gymvisual.com/illustrations/7963-band-assisted-sprinter-run.html
3654,Barbell Lying Row on Rack,Barbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/7965-barbell-lying-row-on-rack.html
3655,Walking High Knees Lunge,Body weight,Cardio,,,https://www.gymvisual.com/illustrations/7975-walking-high-knees-lunge.html
3656,Short Stride Run,Body weight,Cardio,,,https://www.gymvisual.com/illustrations/7976-short-stride-run.html
3657,Static Position Lying Back with Pad (male),Body weight,,,,https://www.gymvisual.com/illustrations/7970-static-position-lying-back-with-pad-male.html
3658,Static Position Seated Back with Pad (male),Body weight,,,,https://www.gymvisual.com/illustrations/7971-static-position-seated-back-with-pad-male.html
3659,Static Position Standing (male),Body weight,,,,https://www.gymvisual.com/illustrations/7972-static-position-standing-male.html
3660,Static Position Lying Front (male),Body weight,,,,https://www.gymvisual.com/illustrations/7973-static-position-lying-front-male.html
3661,Static Position Seated Back (male),Body weight,,,,https://www.gymvisual.com/illustrations/7974-static-position-seated-back-male.html
3662,Pike-to-Cobra Push-up,Body weight,"Chest, Hips","Erector Spinae, Gluteus Maximus, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii","Deltoid Anterior, Gastrocnemius, Hamstrings, Soleus",https://www.gymvisual.com/illustrations/7977-pike-to-cobra-push-up.html
3663,Reverse Plank with Leg Lift,Body weight,"Hips, Thighs","Iliopsoas, Quadriceps","Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Deltoid Posterior, Hamstrings, Soleus, Triceps Brachii",https://www.gymvisual.com/illustrations/7978-reverse-plank-with-leg-lift.html
3664,Dumbbell Side Plank with Rear Fly,Dumbbell,Waist,"Infraspinatus, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Deltoid Anterior, Deltoid Lateral, Deltoid Posterior, Gluteus Maximus, Gluteus Medius, Rectus Abdominis, Tensor Fasciae Latae, Triceps Brachii",https://www.gymvisual.com/illustrations/7979-dumbbell-side-plank-with-rear-fly.html
3665,Power Point Plank,Body weight,Thighs,"Iliopsoas, Quadriceps",,https://www.gymvisual.com/illustrations/7980-power-point-plank.html
3666,Walking on Incline Treadmill,Leverage machine,Cardio,,,https://www.gymvisual.com/illustrations/7983-walking-on-incline-treadmill.html
3667,Side Lying Hip Adduction (male),Body weight,Hips,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Pectineous",Sartorius,https://www.gymvisual.com/illustrations/7985-side-lying-hip-adduction-male.html
3668,Dumbbell Lying on Floor Chest Press,Dumbbell,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/8011-dumbbell-lying-on-floor-chest-press.html
3669,Standing Archer,Body weight,"Back, Chest, Upper Arms",,,https://www.gymvisual.com/illustrations/8053-standing-archer.html
3670,Weighted Decline Sit-up,Weighted,"Shoulders, Waist","Deltoid Anterior, Iliopsoas, Rectus Abdominis","Deltoid Lateral, Obliques, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/8054-weighted-decline-sit-up.html
3671,Ski Step,Body weight,Cardio,,,https://www.gymvisual.com/illustrations/8055-ski-step.html
3672,Back And Forth Step,Body weight,Cardio,,,https://www.gymvisual.com/illustrations/8056-back-and-forth-step.html
3675,Side-to-Side Jump Rope (male),Rope,Cardio,,,https://www.gymvisual.com/illustrations/8057-side-to-side-jump-rope-male.html
3676,Skip Jump Rope (male),Rope,Cardio,,,https://www.gymvisual.com/illustrations/8058-skip-jump-rope-male.html
3677,High Knee Jump Rope (male),Rope,Cardio,,,https://www.gymvisual.com/illustrations/8059-high-knee-jump-rope-male.html
3678,High Jump Rope (male),Rope,Cardio,,,https://www.gymvisual.com/illustrations/8060-high-jump-rope-male.html
3679,Sit-up with Arms on Chest,Body weight,Waist,"Iliopsoas, Rectus Abdominis",Obliques,https://www.gymvisual.com/illustrations/8061-sit-up-with-arms-on-chest.html
